architecture,source,ferrite,diamond_um,ferrite_um,graphene_nm,ferrite_layers,trap_density_cm3,interface_recombination_cm_s,annealing_rate_s,defect_healing_rate_s,temperature_K,electric_field_V_cm,cce,current_density_A_cm2,voltage_V,power_density_W_cm2,carrier_lifetime_s,recombination_fraction,trap_accumulation_rate_cm3_s,estimated_lifetime_years,peak_temperature_K,thermal_rise_K,interface_loss_fraction,dominant_interface_loss,dominant_interface_loss_value,vacancies_cm3,interstitials_cm3,effective_traps_cm3,ferrite_benefit_factor,radiation_tolerance_factor,defect_sink_factor
baseline,Ni63,,8.0,0.3,0.34,1,92115250249723.5,35211.98415606591,3.628582226259846e-08,7.060240154919049e-08,300.0,52879.45359262375,0.11346471438241125,2.3772605698759316e-09,0.23772605698759317,5.651367817086839e-10,8.18349558798346e-11,0.19492594138251812,130497650098.33926,0.2964824144995586,300.0000000000032,3.1831201321498305e-12,0.3518211374388289,diamond_collector,0.3518211374388289,7.081101580498779e+17,5.127694247947392e+17,1.220971698094867e+18,0.08385922646911327,0.9991006942312454,1.0
baseline,Ni63,,8.0,0.3,0.34,1,125303009491715.58,6131.925354361876,1.912644767367916e-08,4.4976673933778833e-08,300.0,51717.89578830665,0.10909744218112279,2.285759489046104e-09,0.22857594890461042,5.224696441764307e-10,4.013491668058516e-11,0.23503464542806804,159646949625.90143,0.4943547410739421,300.0000000000032,3.1831201321498305e-12,0.350016312109668,diamond_collector,0.35001631210966805,1.4444730351559173e+18,1.0459977151129056e+18,2.490596053278315e+18,0.06599740805646462,0.8166788849665798,1.0
baseline,Ni63,,8.0,0.3,0.34,1,83365508433061.17,3228.6027857774106,3.2785888854843746e-08,1.1999291567341715e-07,300.0,41700.75486849506,0.11389494520210992,2.386274568361558e-09,0.2386274568361558,5.69430631560914e-10,1.3275916917092927e-10,0.1928063197384801,114914147746.46634,0.20743453290980568,300.0000000000032,3.1831201321498305e-12,0.350141690431498,diamond_collector,0.35014169043149795,4.3625295994917645e+17,3.159073158252657e+17,7.522436412828753e+17,0.0957113746215918,1.1345886939565817,1.0
baseline,Ni63,,8.0,0.3,0.34,1,30103295889867.99,4878.30587851048,1.5284306765044593e-08,1.8481966985046502e-07,300.0,42612.47955632803,0.11383685709680404,2.385057533064954e-09,0.2385057533064954,5.688499436029884e-10,1.1492400768990675e-10,0.19322667378041902,173912388145.51614,0.15836359640485162,300.0000000000032,3.1831201321498305e-12,0.3502323336993669,diamond_collector,0.35023233369936696,5.0408386095302214e+17,3.650262441383954e+17,8.691402083873075e+17,0.06320563900584361,0.7496895086030616,1.0
baseline,Ni63,,8.0,0.3,0.34,1,65008447546090.85,11895.359732071975,1.8634869360738348e-08,1.5473260312713962e-07,300.0,43742.500058477985,0.11358841242130725,2.3798522343598114e-09,0.23798522343598114,5.663696657387386e-10,2.690497572245208e-10,0.19362130700399638,64252317733.86076,0.1828119525151232,300.0000000000032,3.1831201321498305e-12,0.35203870507049606,diamond_collector,0.3520387050704961,2.1495580313224525e+17,1.5565765054403965e+17,3.7067846212383104e+17,0.1704778890001129,2.0291920573020343,1.0
baseline,Ni63,,8.0,0.3,0.34,1,33102571258683.445,6891.37649909857,1.07102613674085e-08,1.2276551991410843e-07,300.0,44504.084176753604,0.10348117470234518,2.168090032952676e-09,0.2168090032952676,4.700614390988735e-10,3.515259874664414e-11,0.28432706332936186,379565985598.6614,0.23740978610092503,300.0000000000032,3.1831201321498305e-12,0.3500136637438811,diamond_collector,0.35001366374388115,1.6493499384948618e+18,1.1943568520135206e+18,2.8437398930796416e+18,0.02632981765266751,0.3434983580079171,1.0
baseline,Ni63,,8.0,0.3,0.34,1,24903254802259.445,11532.029271882857,1.1378843089522563e-08,7.813745472236527e-08,300.0,51799.364132891154,0.11370216009298699,2.38223542332099e-09,0.238223542332099,5.675045612125337e-10,1.9510752895619903e-10,0.1932645684551588,45788748299.01811,0.3540096199058601,300.0000000000032,3.1831201321498305e-12,0.3513896942919692,diamond_collector,0.35138969429196915,2.966775287023693e+17,2.148354518189571e+17,5.1153788377612864e+17,0.23957488765408155,2.8474308132942077,1.0
baseline,Ni63,,8.0,0.3,0.34,1,120859785894898.94,37887.46492384608,1.5942892591485438e-08,1.1387189795182308e-07,300.0,64602.52060686681,0.1134829024292466,2.377641637477609e-09,0.2377641637477609,5.653179756267206e-10,1.0706132170005382e-10,0.1939710305507272,121107240026.52562,0.24413391462354875,300.0000000000032,3.1831201321498305e-12,0.3526217930218811,diamond_collector,0.3526217930218812,5.410955016866958e+17,3.918277770834694e+17,9.330441385560602e+17,0.09032248955855612,1.0765689382421748,1.0
baseline,Ni63,,8.0,0.3,0.34,1,62828075467915.49,2033.1160382961796,2.755620213834507e-08,9.449869086503085e-08,300.0,38816.757300539764,0.11332826675753853,2.3744017819238472e-09,0.23744017819238472,5.637783822003141e-10,8.834747513387993e-11,0.19794833868068193,138023509442.86584,0.25963603423553144,300.0000000000032,3.1831201321498305e-12,0.3499706289177895,diamond_collector,0.3499706289177895,6.558822305849548e+17,4.7494920145807066e+17,1.1308942601184933e+18,0.07929993170211272,0.9446238060101434,1.0
baseline,Ni63,,8.0,0.3,0.34,1,62691501773065.805,6908.0458756881035,2.7082231580464282e-08,5.1212261219877626e-08,300.0,64965.205524371275,0.11387718884456745,2.385902545315626e-09,0.2385902545315626,5.692530955743582e-10,1.1250014059460123e-10,0.19272561830746807,69511814845.60657,0.40475803921063364,300.0000000000032,3.1831201321498305e-12,0.350380943734904,diamond_collector,0.350380943734904,5.149385501801968e+17,3.7288653633738394e+17,8.878877780193539e+17,0.15817351348522665,1.8756565786461763,1.0
baseline,Ni63,,8.0,0.3,0.34,1,58851013735149.51,38422.66150322128,3.514244483163952e-08,1.0500124237557018e-07,300.0,39523.30316719911,0.11331346228464462,2.3740916054089718e-09,0.23740916054089717,5.636310950873348e-10,1.3619834871922616e-10,0.1946689250610473,102748368128.54616,0.22612956776164897,300.0000000000032,3.1831201321498305e-12,0.35342154442143325,diamond_collector,0.3534215444214333,4.2523537593558445e+17,3.079290653326646e+17,7.332232922819843e+17,0.10623935933706437,1.2689281122760128,1.0
baseline,Ni63,,8.0,0.3,0.34,1,106037248958933.08,10266.142611064382,1.911162538396037e-08,9.847019651542493e-08,300.0,47390.85264961056,0.11375946791318786,2.383436110442538e-09,0.2383436110442538,5.680767692561454e-10,1.7223034691014555e-10,0.19308744311497905,68140045383.553375,0.26954749883530027,300.0000000000032,3.1831201321498305e-12,0.35106008381498566,diamond_collector,0.35106008381498566,3.3611680516635674e+17,2.4339492787908592e+17,5.796177702944017e+17,0.1611099720842582,1.9134165830812047,1.0
baseline,Ni63,,8.0,0.3,0.34,1,66152427861906.22,18969.300908397203,1.0090204732343353e-08,9.095750598159274e-08,300.0,40734.8716634779,0.1126142737878051,2.3594425292314613e-09,0.23594425292314614,5.566969048746156e-10,7.365663091175434e-11,0.2034018214776351,137079795137.83495,0.3136105986593495,300.0000000000032,3.1831201321498305e-12,0.35080607784563567,diamond_collector,0.3508060778456357,7.868192225059282e+17,5.6976564388360314e+17,1.3566510188173934e+18,0.07929374682891233,0.9511269890482282,1.0
baseline,Ni63,,8.0,0.3,0.34,1,73278235495178.92,28127.86321312454,2.5765176977015804e-08,5.189739535630492e-08,300.0,59135.41646730229,0.11362741425842283,2.3806693829335534e-09,0.23806693829335535,5.667586710837226e-10,8.433322527748852e-11,0.19383922737720796,92006771167.42346,0.40804787805180615,300.0000000000032,3.1831201321498305e-12,0.3514731740678094,diamond_collector,0.3514731740678094,6.87125415404229e+17,4.975735766720279e+17,1.1847722703117522e+18,0.11914281477022592,1.4170727996915105,1.0
baseline,Ni63,,8.0,0.3,0.34,1,63027622891132.9,12456.697213437248,1.5640419604490973e-08,1.5627200241353476e-07,300.0,41198.238065881815,0.11371001927325,2.382400085255341e-09,0.2382400085255341,5.675830166224656e-10,1.738817857951731e-10,0.1932524003717517,98684664612.9234,0.18434716167287132,300.0000000000032,3.1831201321498305e-12,0.3513322665561037,diamond_collector,0.3513322665561037,3.329433952684002e+17,2.4109694140125533e+17,5.741033642925467e+17,0.11117288318867699,1.3211808878329283,1.0
baseline,Ni63,,8.0,0.3,0.34,1,59149815495183.84,6730.422828822251,3.465105080116034e-08,1.3694348641357892e-07,300.0,76669.88471603554,0.11346886238361828,2.3773474768916234e-09,0.23773474768916233,5.651781025882968e-10,4.741349206951536e-11,0.1966203863842225,361729031967.06,0.1846735768346944,300.0000000000032,3.1831201321498305e-12,0.3500664700345213,diamond_collector,0.3500664700345213,1.2226661870846177e+18,8.853789630612749e+17,2.1081042999613878e+18,0.030293547589465394,0.3604363523154251,1.0
baseline,Ni63,,8.0,0.3,0.34,1,43842188451080.695,10505.285191785217,1.1107628396825891e-08,6.778678213056841e-08,300.0,42712.95960703241,0.11364072713996727,2.380948308311714e-09,0.2380948308311714,5.668914846852412e-10,9.727371929250779e-11,0.19463643143585277,81023222891.25403,0.40166902033826873,300.0000000000032,3.1831201321498305e-12,0.3505488192781936,diamond_collector,0.35054881927819354,5.956501729598016e+17,4.3133288386744256e+17,1.0270268990156954e+18,0.13540233510681587,1.6091718911723354,1.0
baseline,Ni63,,8.0,0.3,0.34,1,43105921077802.85,9039.338780960254,1.0884862519772714e-08,1.5235809916034692e-07,300.0,39748.99751658509,0.1006498991459348,2.108770448187112e-09,0.21087704481871122,4.446912803147274e-10,3.5349331972640544e-11,0.3091321885497289,461629003541.05176,0.19411906349987854,300.0000000000032,3.1831201321498305e-12,0.35006675974804335,diamond_collector,0.3500667597480433,1.6401615071066002e+18,1.1877031603185725e+18,2.827907773346251e+18,0.0210560529659857,0.2824352278749367,1.0
baseline,Ni63,,8.0,0.3,0.34,1,69690403489970.89,10517.046767079502,1.0465265033907839e-08,2.346783997211872e-07,300.0,66148.2328308473,0.11376488677162955,2.383549643875176e-09,0.23835496438751758,5.681308904817477e-10,1.6421701282142158e-10,0.19306766336586004,149018081530.3928,0.1292781550071556,300.0000000000032,3.1831201321498305e-12,0.35103197573554534,diamond_collector,0.3510319757355454,3.5257075631130074e+17,2.5530985801852813e+17,6.079503047333188e+17,0.07367422823149472,0.8749293472967262,1.0
baseline,Ni63,,8.0,0.3,0.34,1,34046530970986.742,11588.94825579868,1.1416009936157698e-08,2.077525727896899e-07,300.0,61210.68026285713,0.11374853517000304,2.3832070526298487e-09,0.23832070526298488,5.679675855704651e-10,1.6076514246153184e-10,0.19311914525157806,136101792035.95421,0.14459109400647546,300.0000000000032,3.1831201321498305e-12,0.35112507185610997,diamond_collector,0.35112507185610997,3.6017497763169946e+17,2.6081636311261e+17,6.210253872752805e+17,0.08064888512585232,0.9579616172456726,1.0
baseline,Ni63,,8.0,0.3,0.34,1,14240210033096.117,5023.836615981278,2.820820348473877e-08,1.8338944967328006e-07,300.0,65977.61107244788,0.11377253389312082,2.383709862851562e-09,0.2383709862851562,5.682072710255813e-10,3.3110755402592987e-10,0.1930436215241098,63691407176.84009,0.14976341411114535,300.0000000000032,3.1831201321498305e-12,0.3509884027710992,diamond_collector,0.3509884027710992,1.7458140773886608e+17,1.2642101939710992e+17,3.010166673460091e+17,0.1723919243508245,2.0470625251973815,1.0
baseline,Ni63,,8.0,0.3,0.34,1,127282882594844.19,20357.42569878136,8.72824650168262e-09,9.960555422046822e-08,300.0,53542.9215922353,0.11368850798405279,2.3819493906064007e-09,0.23819493906064007,5.673682899410204e-10,9.503109030623903e-11,0.19359841494521618,113876149066.42722,0.2925395827605675,300.0000000000032,3.1831201321498305e-12,0.3511739883604701,diamond_collector,0.35117398836047015,6.096727523473929e+17,4.414871654929397e+17,1.0512872007229275e+18,0.0963350818655534,1.1449306450707457,1.0
baseline,Ni63,,8.0,0.3,0.34,1,22724433282008.07,7961.332743603953,1.6980736566659966e-08,9.286380744228382e-08,300.0,43430.204231147385,0.11374249218357547,2.3830804427543757e-09,0.23830804427543756,5.679072396638391e-10,1.0272803903818122e-10,0.19388084707093242,106815178834.49017,0.2884879591992466,300.0000000000032,3.1831201321498305e-12,0.35040886651427905,diamond_collector,0.35040886651427905,5.640043780322845e+17,4.084169634026888e+17,9.724440658682554e+17,0.1028102556470613,1.220615779811789,1.0
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,96873418280247.03,13630.409870681333,1.7176100162980726e-08,8.147903287443782e-08,300.0,51167.85562151591,0.10540562469101912,2.2084102250200867e-09,0.22084102250200868,4.87707572197327e-10,2.677100208093824e-10,0.21925494380759658,47674381710.44152,0.24761795171658357,300.00000000003183,3.18312013214983e-11,0.39864535044272076,diamond_ferrite,0.3524968332079963,2.16016144266446e+17,1.5642548377915056e+17,3.7253850146387686e+17,0.20608481301935713,2.7348082582524893,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,146466727668121.12,9996.059096879237,2.040090039432282e-08,1.6166678589845587e-07,300.0,30686.38659672499,0.10530955553332066,2.2063974281623075e-09,0.22063974281623075,4.868189611001245e-10,4.517960747293112e-10,0.219556392431954,46552518611.81265,0.14998361806258553,300.00000000003183,3.18312013214983e-11,0.39919343932727136,diamond_ferrite,0.3530869829452459,1.2771155198171325e+17,9.248077902124062e+16,2.20338797730622e+17,0.21077627701313084,2.800714047203303,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,124488490051673.61,9950.305899876304,2.177626782991573e-08,7.936890353476202e-08,300.0,59033.87454558938,0.10560612518280205,2.212611019213688e-09,0.22126110192136883,4.895647522345836e-10,7.572886949523816e-11,0.2193954814884128,172171974417.36856,0.2428527851758119,300.00000000003183,3.18312013214983e-11,0.39680671537149215,diamond_ferrite,0.3505170995648428,7.652380098347958e+17,5.5413786919071424e+17,1.3195003675155617e+18,0.05724863848949069,0.7572678030208164,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,147283016947482.78,8331.180577365614,6.971898572702392e-09,1.469053188791497e-07,300.0,67860.5708832329,0.10569905266679076,2.214557993167191e-09,0.22145579931671908,4.904267105100695e-10,1.20982961543255e-10,0.21833699161917375,151238435518.4555,0.17297522529378692,300.00000000003183,3.18312013214983e-11,0.3969687964222711,diamond_ferrite,0.3506916188667781,4.7874092580353363e+17,3.466744635129037e+17,8.255626723333848e+17,0.06522244063348744,0.8620843792905191,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,49474443538284.34,16026.46099781522,3.075329452490073e-08,2.1801814862288248e-07,300.0,40164.9821163522,0.10532804621050594,2.206784836336048e-09,0.2206784836336048,4.869899313882718e-10,2.7136742245132643e-10,0.2194984186488804,102196945123.97565,0.11395155961103146,300.00000000003183,3.18312013214983e-11,0.39908790524219184,diamond_ferrite,0.35297335007595015,2.1312366619491325e+17,1.5433093069286822e+17,3.675040713313198e+17,0.09603642859607482,1.275774854626348,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,181814661881189.88,10410.054760636107,1.1439456459350309e-08,1.230361640102333e-07,300.0,57782.641695184735,0.10565001573736568,2.213530593949517e-09,0.22135305939495173,4.899717690350502e-10,1.3892565791509996e-10,0.21849171611802906,117729503824.63177,0.19347483774658555,300.00000000003183,3.18312013214983e-11,0.39724779024871304,diamond_ferrite,0.3509920229399313,4.168040225896504e+17,3.018236025649193e+17,7.18809439816451e+17,0.08373088109416524,1.107456402797803,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,119204216548190.8,8343.568160075485,4.18826534086106e-08,6.374075118941337e-08,300.0,43172.02926087342,0.10565615126100587,2.2136591426221575e-09,0.22136591426221575,4.900286799714665e-10,1.1853040042427536e-10,0.21875625052968894,113721199015.12729,0.23480631617409772,300.00000000003183,3.18312013214983e-11,0.39695671778973207,diamond_ferrite,0.35067861330870137,4.886768048768835e+17,3.5386941042808806e+17,8.426654195215199e+17,0.08670521883431606,1.1464906625848503,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,202013274007133.03,3505.8179992495725,1.038729992298871e-08,3.610047171390837e-08,300.0,50410.36515356397,0.10574598429167478,2.2155412830113e-09,0.22155412830113,4.908623176727357e-10,1.1070447816807951e-10,0.21833068877933842,68413401340.61812,0.4179348733192445,300.00000000003183,3.18312013214983e-11,0.39657372974657945,diamond_ferrite,0.3502662344055577,5.232202108911291e+17,3.7888360099012794e+17,9.023058251552643e+17,0.1442891433366554,1.9057712415094916,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,73517987044541.08,15887.7730989821,1.4511782608817674e-08,1.1225928017386838e-07,300.0,46394.85309905153,0.10554917218735775,2.211417766217433e-09,0.22114177662174328,4.890368536742101e-10,1.0184471184768869e-10,0.21932512153610856,153125491487.21677,0.20298667146113378,300.00000000003183,3.18312013214983e-11,0.3973571051422463,diamond_ferrite,0.35110972676045116,5.6887182764299405e+17,4.119416682932026e+17,9.808870139232412e+17,0.06430944647867091,0.8514604037674637,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,146243441383666.12,6160.95319900001,1.8382633673715774e-08,1.6851788470600324e-07,300.0,55167.125481061485,0.10556677087547028,2.2117864858459024e-09,0.22117864858459024,4.891999458970567e-10,3.5685685788135607e-10,0.21874929357158396,60350752912.064804,0.14661105253914886,300.00000000003183,3.18312013214983e-11,0.3977259883117322,diamond_ferrite,0.3515069183687547,1.6186533261509002e+17,1.1721282706609966e+17,2.7922440312257338e+17,0.16315386171334667,2.160375579717621,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,168960445110043.88,4680.278689938242,4.05278263490443e-08,1.6687075754976737e-07,300.0,53758.101133183634,0.10571038591515274,2.214795442180359e-09,0.2214795442180359,4.905318850702891e-10,1.944803556255206e-10,0.2182987475872624,121457101791.24977,0.13389117083031965,300.00000000003183,3.18312013214983e-11,0.39690655869175795,diamond_ferrite,0.3506246049547199,2.975526381823497e+17,2.1546915178721875e+17,5.131907504146785e+17,0.08122733775217708,1.0734678407927398,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,84600855695594.0,16079.607575978309,1.661561953532777e-08,1.1250021371235387e-07,300.0,62178.333127478305,0.10548945616091134,2.2101666234649623e-09,0.22101666234649622,4.884836503478512e-10,1.7996474877492556e-10,0.2189919253757256,87881859306.49155,0.19999865299429312,300.00000000003183,3.18312013214983e-11,0.398167052030571,diamond_ferrite,0.3519818297291563,3.216562701315307e+17,2.3292350595731536e+17,5.546643769445417e+17,0.11192461720585671,1.4835859623098135,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,61081924883772.84,4334.166226705187,1.1745802003934496e-08,4.008381072665516e-08,300.0,60008.13897957066,0.09997183371552693,2.094563932793508e-09,0.20945639327935078,4.387198068559406e-10,3.177491958173154e-11,0.27308523230202725,255396666937.25003,0.39035372586254585,300.00000000003183,3.18312013214983e-11,0.3964139592899204,diamond_ferrite,0.3500942030148921,1.824723574548143e+18,1.321351553983138e+18,3.1461362104561654e+18,0.036544587955496685,0.5105011524713079,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,312759129749019.9,3203.762662075884,2.8736256246155208e-08,2.0361345357376107e-07,300.0,44603.864811741696,0.10573319442939103,2.215273315692413e-09,0.2215273315692413,4.907435863218856e-10,2.2030508350587306e-10,0.21822732370834108,118446063071.77936,0.12116942749767141,300.00000000003183,3.18312013214983e-11,0.3967763014781728,diamond_ferrite,0.35048435168095554,2.625098736899135e+17,1.9009335680993738e+17,4.529159896295999e+17,0.08331797250548048,1.1007566602681027,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,20062567098222.992,12052.841130110382,1.1751165284674622e-08,1.1049692526823651e-07,300.0,33842.664671342776,0.10519004119938923,2.203893418742845e-09,0.2203893418742845,4.857146201178025e-10,1.0481948521786408e-10,0.22297361683278005,144472987191.78232,0.2090315754825407,300.00000000003183,3.18312013214983e-11,0.39713143409363016,diamond_ferrite,0.3508667375048766,5.5274059845206445e+17,4.0026043336183974e+17,9.530210943810025e+17,0.06794000052987237,0.9024544680849029,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,226961483376562.7,5779.742836811852,1.1327925755369162e-08,3.40271475956471e-08,300.0,46778.309436588286,0.10551383921095632,2.2106774859278943e-09,0.22106774859278944,4.887094946788475e-10,8.567621473818524e-11,0.22045017075642148,87102804223.34334,0.42425930734578815,300.00000000003183,3.18312013214983e-11,0.39664202290918804,diamond_ferrite,0.3503397684492237,6.7625571176375e+17,4.8970241196685344e+17,1.1661850852139802e+18,0.1130751070199457,1.496855284641402,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,28914831266994.38,13731.579076944043,1.5970560882553234e-08,5.8399200908414616e-08,300.0,43526.93335222145,0.10322766710046577,2.162778658139881e-09,0.21627786581398808,4.677611524105344e-10,5.6564737185913487e-11,0.24187571309203626,183257706001.25598,0.30552185796394365,300.00000000003183,3.18312013214983e-11,0.3968214988596418,diamond_ferrite,0.3505330175516749,1.0247770379841082e+18,7.420799240574577e+17,1.766885876872833e+18,0.052573608289507856,0.7114587192742843,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,161987592208290.12,9130.010548244094,2.725630260945065e-08,5.5964312331684514e-08,300.0,50406.26790855854,0.1056298791337917,2.2131087010822215e-09,0.22131087010822215,4.897850122805837e-10,9.299696979967827e-11,0.219103449870262,120916641858.87433,0.28153804413453665,300.00000000003183,3.18312013214983e-11,0.39686759438475816,diamond_ferrite,0.35058265049042364,6.230022822925219e+17,4.511395837290675e+17,1.0743038536137976e+18,0.0815305352374055,1.0782659095095273,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,68669214183232.8,13563.819652910033,1.3538203073490804e-08,1.2903459411911636e-07,300.0,57396.75096412146,0.10496824119763498,2.199246367001352e-09,0.2199246367001352,4.836684582768645e-10,5.612209842538616e-10,0.22062737866358684,30449951546.27185,0.18438742909170397,300.00000000003183,3.18312013214983e-11,0.4011406884792488,diamond_ferrite,0.3551836658151075,1.0272627192562498e+17,7.438799001510774e+16,1.7718293115491597e+17,0.32074841058857273,4.28178982848858,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,259151996540876.62,1184.4070827353314,1.4697946068275567e-08,1.6697501711581818e-07,300.0,46187.13629365007,0.10576457972499756,2.215930885987508e-09,0.2215930885987508,4.910349691473382e-10,3.590931986141016e-10,0.21812860280269958,58499760318.02184,0.15030465738977025,300.00000000003183,3.18312013214983e-11,0.39659745961627635,diamond_ferrite,0.3502917853276096,1.607876493634728e+17,1.1643243574596306e+17,2.7747923710597674e+17,0.16876785730668417,2.2287320853967847,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,41686633448397.47,20520.391835519546,7.65209914532344e-09,1.758560453959231e-07,300.0,49315.94617956843,0.10508185830972412,2.2016268205379675e-09,0.22016268205379674,4.84716065691212e-10,3.206087799997968e-10,0.2202708673750506,66170083539.0039,0.14888958362233498,300.00000000003183,3.18312013214983e-11,0.40049248605601595,diamond_ferrite,0.3544857197327508,1.8030165970262973e+17,1.3056327081914568e+17,3.109066171552238e+17,0.14782919252689727,1.9703812634896305,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,62719859012107.93,4906.339057460377,3.0840996927998726e-08,1.4422637169106062e-07,300.0,32532.27657700331,0.10569113007162854,2.214392002593004e-09,0.22143920025930042,4.903531941147856e-10,2.1612218864314368e-10,0.2183749353494962,94366854685.77835,0.15503779160574527,300.00000000003183,3.18312013214983e-11,0.3970021916301254,diamond_ferrite,0.3507275768540611,2.677503291310766e+17,1.9388816937077962e+17,4.6170121836086835e+17,0.10451937591895194,1.3816322822556255,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,50130101505194.49,24730.617995145407,1.0182623758351513e-08,2.2302519303507933e-07,300.0,49585.543053471905,0.10474615602572163,2.194593340505693e-09,0.2194593340505693,4.816239930191937e-10,3.89788136327184e-10,0.22132424444331414,67083349346.88343,0.12071369453199171,300.00000000003183,3.18312013214983e-11,0.4024077171692557,diamond_ferrite,0.35654792746968994,1.4818970673729782e+17,1.073097876373536e+17,2.555496244761566e+17,0.14515233955098875,1.94355669593373,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,58168899483920.24,5705.621428958393,1.0574263451668426e-08,1.0485554236076513e-07,300.0,36783.30661836392,0.10559552892012494,2.212389011186017e-09,0.2212389011186017,4.894665136816642e-10,3.4006494127162134e-10,0.21865905985785924,42420916542.536644,0.2189145986671772,300.00000000003183,3.18312013214983e-11,0.3975619156594494,diamond_ferrite,0.3513302546279566,1.6994192056374973e+17,1.2306139075306016e+17,2.930614802162938e+17,0.23220377375051957,3.073490707775277,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,73805186676742.42,2830.874729243143,1.3730942181360772e-08,6.347326170352525e-08,300.0,40214.15256087457,0.09571413299304014,2.005358543250227e-09,0.20053585432502272,4.021462886986673e-10,3.825108609011083e-11,0.3133472151518518,278450343856.1045,0.29739820939574063,300.00000000003183,3.18312013214983e-11,0.3963951715930505,diamond_ferrite,0.3500739735326241,1.515674007763607e+18,1.097557040104681e+18,2.6133048530549647e+18,0.03209185271923011,0.4682353449567793,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,104616307165533.45,11873.924759952186,8.227918984154928e-09,7.210970350166536e-08,300.0,52765.030117767776,0.10560819117370421,2.212654304905951e-09,0.2212654304905951,4.895839073018838e-10,1.5344474483560905e-10,0.21862258439380775,71362201499.25436,0.28894079295256936,300.00000000003183,3.18312013214983e-11,0.3974867410491105,diamond_ferrite,0.351249311047837,3.773455485422033e+17,2.732502248064231e+17,6.50700389655792e+17,0.13805639076653783,1.827021729565885,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,206772769990073.1,4308.963908956594,1.7331908170865772e-08,7.460028786633393e-08,300.0,52096.78144031512,0.10574198111010553,2.215457410190129e-09,0.22154574101901292,4.908251536366354e-10,1.4273348503796218e-10,0.21820831759241713,84824618814.9199,0.2613532589641994,300.00000000003183,3.18312013214983e-11,0.39671843920172545,diamond_ferrite,0.3504220489993931,4.056518117833177e+17,2.937478637051611e+17,6.996064482584689e+17,0.11635672411709257,1.5370572203015211,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,80515948622157.44,8476.469484600553,1.385350674068456e-08,1.2744910650401296e-07,300.0,53070.440604767886,0.10566339808139176,2.2138109746736823e-09,0.22138109746736823,4.90095903158564e-10,1.566751958864372e-10,0.21844844116332704,108736777225.90282,0.1857113145453022,300.00000000003183,3.18312013214983e-11,0.3971725988217236,diamond_ferrite,0.35091106125263555,3.695659127446174e+17,2.6761669543575744e+17,6.372631241289971e+17,0.09067193725652259,1.1990450345785884,1.2934984309968751
diamond_ferrite,Ni63,Fe3O4,8.0,0.3,0.34,1,70866903501959.12,17464.424294962166,1.777539418201693e-08,8.578305922552262e-08,300.0,51325.90076140678,0.10421739075715683,2.1835148935143013e-09,0.21835148935143014,4.767737290198771e-10,5.4705990550201055e-11,0.23239096916075208,242807841926.71713,0.23842993902337917,300.00000000003183,3.18312013214983e-11,0.39693534305968614,diamond_ferrite,0.3506555982619162,1.0595918540708869e+18,7.672906529478836e+17,1.8269533739222728e+18,0.040056777994300075,0.5369690359842147,1.2934984309968751
